UT,AU,AF,C1
WOS:000593217300005,"Boehm, J; Oberfield, E","Boehm, Johannes; Oberfield, Ezra","[Boehm, Johannes] Sci Po, Paris, France; Princeton Univ, Princeton, NJ 08544 USA; Princeton Univ, Princeton, NJ 08544 USA"
WOS:000489162800010,"Mbiti, I; Muralidharan, K; Romero, M; Schipper, Y; Manda, C; Rajani, R","Mbiti, Isaac; Muralidharan, Karthik; Romero, Mauricio; Schipper, Youdi; Manda, Constantine; Rajani, Rakesh","[Mbiti, Isaac] Univ Virginia, Charlottesville, VA 22903 USA; [Muralidharan, Karthik] Abdul Latif Jameel Poverty Act Lab, Cambridge, MA USA; Inst Labor Econ, Cambridge, MA USA; [Muralidharan, Karthik] Univ Calif San Diego, San Diego, CA 92103 USA; [Muralidharan, Karthik] Natl Bur Econ Res, Cambridge, MA 02138 USA; [Romero, Mauricio] Inst Tecnol Auton Mexico, Mexico City, DF, Mexico; [Manda, Constantine] Yale Univ, New Haven, CT 06520 USA"
WOS:000451280400009,"Bursztyn, L; Ferman, B; Fiorin, S; Kanz, M; Rao, G","Bursztyn, Leonardo; Ferman, Bruno; Fiorin, Stefano; Kanz, Martin; Rao, Gautam","[Bursztyn, Leonardo] Univ Chicago, Chicago, IL 60637 USA; NBER, Cambridge, MA 02138 USA; Sao Paulo Sch Econom FGV, Sao Paulo, Brazil; Univ Calif San Diego, San Diego, CA 92103 USA; World Bank, 1818 H St NW, Washington, DC 20433 USA; Ctr Econ Policy Res, Washington, DC USA; Harvard Univ, Cambridge, MA 02138 USA"
WOS:000451280400004,"Nakamura, E; Steinsson, J","Nakamura, Emi; Steinsson, Jon","[Nakamura, Emi] Columbia Univ, New York, NY 10027 USA"
WOS:000401981500003,"Kogan, L; Papanikolaou, D; Seru, A; Stoffman, N","Kogan, Leonid; Papanikolaou, Dimitris; Seru, Amit; Stoffman, Noah","[Kogan, Leonid] MIT Sloan, Cambridge, MA USA; NBER, Cambridge, MA 02138 USA; Kellogg Sch Management, Evanston, IL USA; Booth Sch Business, Chicago, IL USA; Kelly Sch Business, Bloomington, IN USA"
WOS:000383326100009,"Broner, F; Ventura, J","Broner, Fernando; Ventura, Jaume","[Broner, Fernando; Ventura, Jaume] Univ Pompeu Fabra, CREI, Barcelona, Spain; [Broner, Fernando; Ventura, Jaume] Barcelona GSE, Barcelona, Spain"
WOS:000371602500006,"Casaburi, L; Troiano, U","Casaburi, Lorenzo; Troiano, Ugo","[Casaburi, Lorenzo] Stanford Univ, Stanford, CA 94305 USA; CEPR, London, England; Univ Michigan, Ann Arbor, MI 48109 USA; NBER, Cambridge, MA 02138 USA"
WOS:000354733000011,"Dal Bo, E; Finan, F; Rossi, MA","Dal Bo, Ernesto; Finan, Frederico; Rossi, Martín A.",
WOS:000351525000004,"Bloom, N; Liang, J; Roberts, J; Ying, ZJ","Bloom, Nicholas; Liang, James; Roberts, John; Ying, Zhichun Jenny","[Bloom, Nicholas] Stanford Univ, Dept Econ, Stanford, CA 94305 USA; SIEPR, Stanford, CA USA; CEPR, London, England; NBER, Cambridge, MA 02138 USA; Peking Univ, Guanghua Sch Management, Beijing, Peoples R China; Ctrip, Shanghai, Peoples R China; Stanford Univ, Grad Sch Business, Stanford, CA 94305 USA; Cornerstone Res, Asheville, NC USA"
WOS:001065157900001,"Adukia, A; Eble, A; Harrison, E; Runesha, HB; Szasz, T","Adukia, Anjali; Eble, Alex; Harrison, Emileigh; Runesha, Hakizumwami Birali; Szasz, Teodora","[Adukia, Anjali] Univ Chicago, Natl Bur Econ Res, Dept Econ, Chicago, IL 60637 USA; Natl Bur Econ Res, Cambridge, MA USA; Columbia Univ, New York, NY USA"
WOS:000999691800001,"Bazzi, S; Ferrara, A; Fiszbein, M; Pearson, T; Testa, PA","Bazzi, Samuel; Ferrara, Andreas; Fiszbein, Martin; Pearson, Thomas; Testa, Patrick A.","[Bazzi, Samuel] Univ Calif San Diego, San Diego, CA 92093 USA; Natl Bur Econ Res, Cambridge, MA USA; Ctr Econ Policy Res, London, England; Univ Pittsburgh, Pittsburgh, PA USA; Boston Univ, Boston, MA USA; Syracuse Univ, Syracuse, NY USA; Tulane Univ, New Orleans, LA USA"
WOS:000855414400001,"Kermani, A; Ma, YR","Kermani, Amir; Ma, Yueran","[Kermani, Amir] Univ Calif Berkeley, Berkeley Haas Sch Business, Berkeley, CA 94720 USA; [Kermani, Amir; Ma, Yueran] Natl Bur Econom Res, Berkeley, CA 94701 USA; [Ma, Yueran] Univ Chicago, Booth Sch Business, Chicago, IL 60637 USA"
WOS:000770421700001,"Hazell, J; Herreño, J; Nakamura, E; Steinsson, J","Hazell, Jonathon; Herreno, Juan; Nakamura, Emi; Steinsson, Jon","[Hazell, Jonathon] London Sch Econ, London, England; [Herreno, Juan] Univ Calif San Diego, San Diego, CA 92103 USA; [Nakamura, Emi; Steinsson, Jon] Univ Calif Berkeley, Berkeley, CA 94720 USA"
WOS:000728439200010,"Angeletos, GM; Sastry, KA","Angeletos, George-Marios; Sastry, Karthik A.","[Angeletos, George-Marios] MIT, Cambridge, MA 02139 USA; Natl Bur Econ Res, Cambridge, MA 02138 USA"
WOS:000743312400005,"Biasi, B; Sarsons, H","Biasi, Barbara; Sarsons, Heather","[Biasi, Barbara] Yale Univ, New Haven, CT 06520 USA; [Biasi, Barbara; Sarsons, Heather] NBER, Cambridge, MA 02138 USA; [Biasi, Barbara] Einaudi Inst Econ & Finance, Rome, Italy; [Sarsons, Heather] Univ Chicago, Chicago, IL 60637 USA"
WOS:000642334600004,"Shapiro, JS","Shapiro, Joseph S.","[Shapiro, Joseph S.] Univ Calif Berkeley, Berkeley, CA 94720 USA; [Shapiro, Joseph S.] NBER, Cambridge, MA 02138 USA"
WOS:000544015700008,"Bustos, P; Garber, G; Ponticelli, J","Bustos, Paula; Garber, Gabriel; Ponticelli, Jacopo","[Bustos, Paula] Ctr Monetary & Financial Studies, Madrid, Spain; Ctr Econ Policy Res, London, England; Cent Bank Brazil, Brasilia, DF, Brazil; Northwestern Univ, Evanston, IL 60208 USA"
WOS:000489162100004,"Jaravel, X","Jaravel, Xavier","[Jaravel, Xavier] London Sch Econ, London, England"
WOS:000451280400003,"Cai, J; Szeidl, A","Cai, Jing; Szeidl, Adam","[Cai, Jing] Univ Maryland, College Pk, MD 20742 USA; NBER, Cambridge, MA 02138 USA; Bur Res & Econ Anal Dev, Cambridge, MA USA; Cent European Univ, Budapest, Hungary; Ctr Econ & Policy Res, Washington, DC USA"
WOS:000435871300007,"Che, YK; Hörner, J","Che, Yeon-Koo; Horner, Johannes","[Horner, Johannes] Columbia Univ, New York, NY 10027 USA; Yale Univ, New Haven, CT 06520 USA; Toulouse Sch Econ, Toulouse, France"
WOS:000423802600007,"Henderson, JV; Squires, T; Storeygard, A; Weil, D","Henderson, J. Vernon; Squires, Tim; Storeygard, Adam; Weil, David",
WOS:000412764300008,"Gopinath, G; Kalemli-Özcan, S; Karabarbounis, L; Villegas-Sanchez, C","Gopinath, Gita; Kalemli-Ozcan, Sebnem; Karabarbounis, Loukas; Villegas-Sanchez, Carolina","[Gopinath, Gita] Harvard Univ, Cambridge, MA 02138 USA; NBER, Cambridge, MA 02138 USA; Univ Maryland, College Pk, MD 20742 USA; CEPR, Washington, DC USA; Univ Minnesota, Minneapolis, MN 55455 USA; FRB Minneapolis, Minneapolis, MN USA; Esade Univ Ramon Llull, Barcelona, Spain"
WOS:000406177000011,"Kirkeboen, L; Leuven, E; Mogstad, M","Kirkeboen, Lars; Leuven, Edwin; Mogstad, Magne",
WOS:000365535400007,"Adena, M; Enikolopov, R; Petrova, M; Santarosa, V; Zhuravskaya, E","Adena, Maja; Enikolopov, Ruben; Petrova, Maria; Santarosa, Veronica; Zhuravskaya, Ekaterina","[Adena, Maja] Wzb Berlin Social Sci Ctr, Berlin, Germany; Univ Pompeu Fabra, Icrea Barcelona Inst Polit Econ & Governance, Barcelona Gse, Barcelona, Spain; New Econ Sch, Moscow, Russia; Univ Michigan, Sch Law, Paris Sch Econ EHESS, Ann Arbor, MI 48109 USA"
WOS:000365535400004,"Aguiar, M; Amador, M; Farhi, E; Gopinath, G","Aguiar, Mark; Amador, Manuel; Farhi, Emmanuel; Gopinath, Gita","[Aguiar, Mark] Princeton Univ, Princeton, NJ 08544 USA; Fed Reserve Bank Minneapolis, Minneapolis, MN USA; Harvard Univ, Cambridge, MA 02138 USA"
WOS:000351525000001,"Giglio, S; Maggiori, M; Stroebel, J","Giglio, Stefano; Maggiori, Matteo; Stroebel, Johannes","[Giglio, Stefano] Univ Chicago, Booth Sch Business, Chicago, IL 60637 USA; Harvard Univ, Cambridge, MA 02138 USA; NYU, Stern Sch Business, New York, NY 10003 USA"
WOS:000336146600010,"Hodler, R; Raschky, PA","Hodler, Roland; Raschky, Paul A.","[Hodler, Roland] Univ St Gallen, OxCarre, St Gallen, Switzerland; Monash Univ, Clayton, Vic 3800, Australia"
WOS:001010970300001,"Ghosh, A; Hwang, SI; Squires, M","Ghosh, Arkadev; Hwang, Sam Il Myoung; Squires, Munir","[Ghosh, Arkadev] Duke Univ, Durham, NC 27708 USA; [Hwang, Sam Il Myoung; Squires, Munir] Univ British Columbia, Vancouver, BC, Canada"
WOS:000946888200001,"Besley, T; Persson, T","Besley, Timothy; Persson, Torsten","[Besley, Timothy] London Sch Econ & Polit Sci, London, England; [Persson, Torsten] Stockholm Univ, Inst Int Econ Studies, Stockholm, Sweden"
WOS:000836125300001,"Ilut, C; Valchev, R","Ilut, Cosmin; Valchev, Rosen","[Ilut, Cosmin] Duke Univ, Durham, NC 27706 USA; Natl Bur Econ Res, Cambridge, MA 02138 USA; Boston Coll, Chestnut Hill, MA 02167 USA"
WOS:000612198000002,"Baron, M; Verner, E; Xiong, W","Baron, Matthew; Verner, Emil; Xiong, Wei","[Baron, Matthew] Cornell Univ, Johnson Grad Sch Management, Ithaca, NY 14853 USA; [Verner, Emil] MIT, Sloan Sch Management, Cambridge, MA 02139 USA; [Xiong, Wei] Princeton Univ, Princeton, NJ 08544 USA; [Xiong, Wei] Chinese Univ Hong Kong Shenzhen, Shenzhen, Peoples R China; [Xiong, Wei] NBER, Cambridge, MA 02138 USA"
WOS:000489163400008,"Benson, A; Li, D; Shue, K","Benson, Alan; Li, Danielle; Shue, Kelly","[Benson, Alan; Shue, Kelly] Univ Minnesota, Minneapolis, MN 55455 USA; [Li, Danielle] MIT, Cambridge, MA 02139 USA; [Li, Danielle] Natl Bur Econ Res, Cambridge, MA 02138 USA; [Shue, Kelly] Yale Univ, New Haven, CT 06520 USA"
WOS:000489162800009,"Allcott, H; Lockwood, BB; Taubinsky, D","Allcott, Hunt; Lockwood, Benjamin B.; Taubinsky, Dmitry","[Allcott, Hunt; Lockwood, Benjamin B.; Taubinsky, Dmitry] NYU, New York, NY 10003 USA; [Allcott, Hunt; Lockwood, Benjamin B.; Taubinsky, Dmitry] Microsoft Res, Redmond, WA USA; [Allcott, Hunt; Lockwood, Benjamin B.; Taubinsky, Dmitry] NBER, Cambridge, MA 02138 USA; [Allcott, Hunt; Lockwood, Benjamin B.; Taubinsky, Dmitry] Univ Penn, Philadelphia, PA 19104 USA; [Allcott, Hunt; Lockwood, Benjamin B.; Taubinsky, Dmitry] Univ Penn Wharton Sch, Philadelphia, PA USA; [Allcott, Hunt; Lockwood, Benjamin B.; Taubinsky, Dmitry] Univ Calif Berkeley, Berkeley, CA 94720 USA"
WOS:000489162800007,"Barjamovic, G; Chaney, T; Cosar, K; Hortaçsu, A","Barjamovic, Gojko; Chaney, Thomas; Cosar, Kerem; Hortacsu, Ali","[Barjamovic, Gojko] Harvard Univ, Cambridge, MA 02138 USA; [Chaney, Thomas] Sci Po, Paris, France; [Cosar, Kerem] Univ Virginia, Charlottesville, VA 22903 USA; [Cosar, Kerem] Ctr Econ Policy & Res, London, England; [Hortacsu, Ali] Univ Chicago, Chicago, IL 60637 USA; [Hortacsu, Ali] Natl Bur Econ Res, Cambridge, MA 02138 USA"
WOS:000451281400003,"Dickstein, MJ; Morales, E","Dickstein, Michael J.; Morales, Eduardo","[Dickstein, Michael J.] NYU, New York, NY 10003 USA; Natl Bur Econ Res, Cambridge, MA 02138 USA; Princeton Univ, Natl Bur Econ Res, CEPR, Princeton, NJ 08544 USA; CESIfo, Munich, Germany"
WOS:000435871300002,"Breza, E; Kaur, S; Shamdasani, Y","Breza, Emily; Kaur, Supreet; Shamdasani, Yogita","[Breza, Emily] Harvard Univ, Cambridge, MA 02138 USA; Natl Bur Econ Res, Cambridge, MA 02138 USA; Univ Calif Berkeley, Berkeley, CA 94720 USA; Univ Pittsburgh, Pittsburgh, PA 15260 USA"
WOS:000396771300004,"Tintelnot, F","Tintelnot, Felix","[Tintelnot, Felix] Univ Chicago, Chicago, IL 60637 USA; [Tintelnot, Felix] NBER, Cambridge, MA 02138 USA"
WOS:000388576700006,"Kline, P; Walters, CR","Kline, Patrick; Walters, Christopher R.","[Kline, Patrick] Univ Calif Berkeley, Berkeley, CA 94720 USA; Natl Bur Econ Res, Cambridge, MA 02138 USA"
WOS:000380249200002,"Pinkovskiy, M; Sala-I-Martin, X","Pinkovskiy, Maxim; Sala-I-Martin, Xavier","[Pinkovskiy, Maxim] Fed Reserve Bank New York, New York, NY 10045 USA; Columbia Univ, New York, NY 10027 USA; NBER, Cambridge, MA 02138 USA"
WOS:000371602500001,"Farhi, E; Gabaix, X","Farhi, Emmanuel; Gabaix, Xavier","[Farhi, Emmanuel] Harvard Univ, Cambridge, MA 02138 USA; NYU, New York, NY 10003 USA"
WOS:000371602500007,"Sampson, T","Sampson, Thomas","[Sampson, Thomas] London Sch Econ, London, England"
WOS:000818056100001,"Hermo, S; Päällysaho, M; Seim, D; Shapiro, JM","Hermo, Santiago; Paallysaho, Miika; Seim, David; Shapiro, Jesse M.","[Hermo, Santiago] Brown Univ, Providence, RI 02912 USA; Stockholm Univ, Stockholm, Sweden; Uppsala Univ, Uppsala, Sweden; Ctr Econ Policy Res, London, England; Harvard Univ, Cambridge, MA 02138 USA; Natl Bur Econ Res, Cambridge, MA 02138 USA"
WOS:000767684700001,"Acemoglu, D; De Feo, G; De Luca, G; Russo, G","Acemoglu, Daron; De Feo, Giuseppe; De Luca, Giacomo; Russo, Gianluca","[Acemoglu, Daron] MIT, Cambridge, MA 02139 USA; Univ Leicester, Leicester, Leics, England; Free Univ Bozen, Bolzano, Italy; Univ Pompeu Fabra, Barcelona, Spain"
WOS:000743312400006,"Dustmann, C; Lindner, A; Schönberg, U; Umkehrer, M; vom Berge, P","Dustmann, Christian; Lindner, Attila; Schonberg, Uta; Umkehrer, Matthias; vom Berge, Philipp","[Dustmann, Christian] UCL, London, England; [Dustmann, Christian] Ctr Res & Anal Migrat, London, England; [Lindner, Attila] UCL, Ctr Res & Analy Migrat, Ctr Econ Performance, Inst Fiscal Studies, London, England; [Lindner, Attila; Schonberg, Uta] Ctr Econ Policy Res, London, England; [Lindner, Attila] Ctr Econ & Reg Studies, Budapest, Hungary; [Lindner, Attila] Inst Econ, Budapest, Hungary; [Schonberg, Uta] UCL, Ctr Res & Anal, London, England; [Schonberg, Uta; Umkehrer, Matthias; vom Berge, Philipp] Inst Employment Res, Nurnberg, Germany; [Schonberg, Uta] Inst Lab Econ, Nurnberg, Germany"
WOS:000743312400007,"Akcigit, U; Grigsby, J; Nicholas, T; Stantcheva, S","Akcigit, Ufuk; Grigsby, John; Nicholas, Tom; Stantcheva, Stefanie","[Akcigit, Ufuk] Univ Chicago, Chicago, IL 60637 USA; [Akcigit, Ufuk; Stantcheva, Stefanie] NBER, Cambridge, MA 02138 USA; [Akcigit, Ufuk; Stantcheva, Stefanie] Ctr Econ Policy Res, London, England; [Grigsby, John] Northwestern Univ, Evanston, IL 60208 USA; [Nicholas, Tom] Harvard Sch Business, Boston, MA USA; [Stantcheva, Stefanie] Harvard Univ, Cambridge, MA 02138 USA"
WOS:000743312400002,"Feigenberg, B; Miller, C","Feigenberg, Benjamin; Miller, Conrad","[Feigenberg, Benjamin] Univ Illinois, Chicago, IL 60607 USA; [Miller, Conrad] Univ Calif Berkeley, Haas Sch Business, Berkeley, CA 94720 USA; [Miller, Conrad] NBER, Cambridge, MA 02138 USA"
WOS:000672777600004,"Coppola, A; Maggiori, M; Neiman, B; Schreger, J","Coppola, Antonio; Maggiori, Matted; Neiman, Brent; Schreger, Jesse","[Coppola, Antonio] Harvard Univ, Cambridge, MA 02138 USA; [Maggiori, Matted] Stanford Univ, Grad Sch Business, Stanford, CA 94305 USA; [Maggiori, Matted; Neiman, Brent; Schreger, Jesse] Natl Bur Econ Res, Cambridge, MA USA; [Maggiori, Matted; Neiman, Brent; Schreger, Jesse] Ctr Econ Policy Res, London, England; [Neiman, Brent] Univ Chicago, Booth Sch Business, Chicago, IL 60637 USA; [Schreger, Jesse] Columbia Business Sch, New York, NY USA"
WOS:000593217300001,"Auriol, E; Lassebie, J; Panin, A; Raiber, E; Seabright, P","Auriol, Emmanuelle; Lassebie, Julie; Panin, Amma; Raiber, Eva; Seabright, Paul","[Auriol, Emmanuelle; Seabright, Paul] Toulouse Sch Econ, Toulouse, France; [Auriol, Emmanuelle; Seabright, Paul] Inst Adv Study Toulouse, Toulouse, France; [Auriol, Emmanuelle] Org Econ Cooperat & Dev, Louvain, Belgium; [Lassebie, Julie; Seabright, Paul] Catholic Univ Louvain, Louvain Inst Data Anal & Modeling, Ctr Operat Res & Econometr, Louvain, Belgium; [Panin, Amma; Raiber, Eva] Aix Marseille Univ, Ctr Natl Rech Sci, Ecole Hautes Etud Sci Sociales, Cent Marseille,Aix Marseille Sch Econ, Marseille, France"
WOS:000489162100003,"Bell, A; Chetty, R; Jaravel, X; Petkova, N; Van Reenen, J","Bell, Alex; Chetty, Raj; Jaravel, Xavier; Petkova, Neviana; Van Reenen, John","[Bell, Alex; Chetty, Raj] Harvard Univ, Cambridge, MA 02138 USA; [Chetty, Raj] Natl Bur Econ Res, Cambridge, MA 02138 USA; [Jaravel, Xavier] London Sch Econ, London, England; [Petkova, Neviana] US Treasury, Off Tax Anal, Washington, DC USA; [Van Reenen, John] MIT, Cambridge, MA 02139 USA; [Van Reenen, John] Ctr Econ Performance, London, England"
WOS:000489162100007,"Blouin, A; Macchiavello, R","Blouin, Arthur; Macchiavello, Rocco","[Blouin, Arthur; Macchiavello, Rocco] Univ Toronto, Toronto, ON, Canada; [Blouin, Arthur; Macchiavello, Rocco] London Sch Econ, London, England"
WOS:000451280400010,"Fowlie, M; Greenstone, M; Wolfram, C","Fowlie, Meredith; Greenstone, Michael; Wolfram, Catherine","[Fowlie, Meredith] Univ Calif Berkeley, Berkeley, CA 94720 USA; NBER, Cambridge, MA 02138 USA; Univ Chicago, Chicago, IL 60637 USA; Univ Calif Berkeley, Haas Sch Business, Berkeley, CA 94720 USA"
WOS:000435871300006,"Hansen, S; McMahon, M; Prat, A","Hansen, Stephen; McMahon, Michael; Prat, Andrea","[Hansen, Stephen] Univ Oxford, Alan Turning Inst, Oxford, England; Univ Oxford, Ctr Econ Policy Res, Oxford, England; Univ Oxford, Ctr Econ Policy Res, Ctr Competit Advantage Global Econ, Ctr Macroecon, Oxford, England; Univ Oxford, Ctr Appl Macroecon Anal, Oxford, England; Columbia Univ, Ctr Econ Policy Res, New York, NY USA"
WOS:000412764300012,"Angrist, JD; Hull, PD; Pathak, PA; Walters, CR","Angrist, Joshua D.; Hull, Peter D.; Pathak, Parag A.; Walters, Christopher R.",
WOS:000388576700003,"Finkelstein, A; Gentzkow, M; Williams, H","Finkelstein, Amy; Gentzkow, Matthew; Williams, Heidi","[Finkelstein, Amy] MIT, Cambridge, MA 02139 USA; Natl Bur Econ Res, Cambridge, MA 02138 USA; Stanford Univ, Stanford, CA 94305 USA"
WOS:000383326100003,"Chen, DL; Moskowitz, TJ; Shue, K","Chen, Daniel L.; Moskowitz, Tobias J.; Shue, Kelly","[Chen, Daniel L.] Toulouse Sch Econ, Inst Adv Study, Toulouse, France; Univ Chicago, Booth Sch Business, Chicago, IL 60637 USA; AQR Capital Management, Greenwich, CT USA; NBER, Cambridge, MA 02138 USA"
WOS:000380249200008,"Adda, J","Adda, Jerome","[Adda, Jerome] Bocconi Univ, Milan, Italy; [Adda, Jerome] IGIER, Milan, Italy"
WOS:000380249200001,"Saez, E; Zucman, G","Saez, Emmanuel; Zucman, Gabriel","[Saez, Emmanuel] Univ Calif Berkeley, Berkeley, CA 94720 USA; Natl Bur Econ Res, Cambridge, MA 02138 USA"
WOS:000365535400010,"Fillat, JL; Garetto, S","Fillat, Jose L.; Garetto, Stefania","[Fillat, Jose L.] Fed Reserve Bank Boston, Boston, MA 02210 USA; Boston Univ, Boston, MA 02215 USA"
WOS:000354733000009,"Piguillem, F; Riboni, A","Piguillem, Facundo; Riboni, Alessandro","Ecole Polytech, F-91128 Palaiseau, France"
WOS:000336146600002,"Cavallo, A; Neiman, B; Rigobon, R","Cavallo, Alberto; Neiman, Brent; Rigobon, Roberto","[Cavallo, Alberto] MIT, Cambridge, MA 02139 USA; Univ Chicago, Chicago, IL 60637 USA"
WOS:001022028300001,"Cajal-Grossi, J; Macchiavello, R; Noguera, G","Cajal-Grossi, Julia; Macchiavello, Rocco; Noguera, Guillermo","[Cajal-Grossi, Julia] Geneva Grad Inst, Geneva, Switzerland; London Sch Econ, London, England; Yale Univ, New Haven, CT USA"
WOS:000768142500001,"Exley, CL; Kessler, JB","Exley, Christine L.; Kessler, Judd B.","[Exley, Christine L.] Harvard Univ, Cambridge, MA 02138 USA; Univ Penn, Philadelphia, PA 19104 USA"
WOS:000593217300006,"Heblich, S; Redding, SJ; Sturm, DM","Heblich, Stephan; Redding, Stephen J.; Sturm, Daniel M.","[Heblich, Stephan] Univ Toronto, Toronto, ON, Canada; IfW Kiel, Kiel, Germany; [Redding, Stephen J.] Princeton Univ, NBER, Princeton, NJ 08544 USA; [Redding, Stephen J.] Ctr Econ Policy Res, Washington, DC USA; [Sturm, Daniel M.] London Sch Econ & Ctr Econ Policy Res, London, England"
WOS:000489162100002,"Ilzetzki, E; Reinhart, CM; Rogoff, KS","Ilzetzki, Ethan; Reinhart, Carmen M.; Rogoff, Kenneth S.","[Ilzetzki, Ethan] London Sch Econ, London, England; [Reinhart, Carmen M.; Rogoff, Kenneth S.] Harvard Univ, Cambridge, MA 02138 USA"
WOS:000489161300002,"Cooper, Z; Craig, SV; Gaynor, M; Van Reenen, J","Cooper, Zack; Craig, Stuart V.; Gaynor, Martin; Van Reenen, John","[Cooper, Zack] Yale Univ, New Haven, CT 06520 USA; [Craig, Stuart V.] Univ Penn, Philadelphia, PA 19104 USA; [Gaynor, Martin] Carnegie Mellon Univ, Pittsburgh, PA 15213 USA; [Gaynor, Martin; Van Reenen, John] Natl Bur Econ Res, Cambridge, MA 02138 USA; MIT, Cambridge, MA 02139 USA; [Van Reenen, John] Ctr Econ Performance, London, England"
WOS:000451281400002,"Kueng, L","Kueng, Lorenz","[Kueng, Lorenz] Northwestern Univ, Evanston, IL 60208 USA; [Kueng, Lorenz] Natl Bur Econ Res, Cambridge, MA 02138 USA"
WOS:000401981500006,"Bandiera, O; Burgess, R; Das, N; Gulesci, S; Rasul, I; Sulaiman, M","Bandiera, Oriana; Burgess, Robin; Das, Narayan; Gulesci, Selim; Rasul, Imran; Sulaiman, Munshi","[Bandiera, Oriana] London Sch Econ, Dept Econ, IGC, London, England; London Sch Econ, STICERD, London, England; BRAC, Res & Evaluat Unit, London, England; Univ Bocconi, Dept Econ, Milan, Italy; Univ Bocconi, IGIER, Milan, Italy; UCL, IFS, Dept Econ, London, England"
WOS:000388576700010,"Haushofer, J; Shapiro, J","Haushofer, Johannes; Shapiro, Jeremy","[Haushofer, Johannes] Princeton Univ, Princeton, NJ 08544 USA; Busara Ctr Behav Econ, Nairobi, Kenya"
WOS:000383326100005,"Hottman, CJ; Redding, SJ; Weinstein, DE","Hottman, Colin J.; Redding, Stephen J.; Weinstein, David E.","[Hottman, Colin J.] Fed Reserve Board Governors, Washington, DC 20551 USA; Princeton Univ, Princeton, NJ 08544 USA; NBER, Cambridge, MA 02138 USA; CEPR, London, England; Columbia Univ, New York, NY 10027 USA"
WOS:000371602500010,"Bierbrauer, FJ; Boyer, PC","Bierbrauer, Felix J.; Boyer, Pierre C.","[Bierbrauer, Felix J.] Univ Cologne, Macromol Res Ctr, Cologne, Germany; Univ Mannheim, Mannheim, Germany; Ecole Polytech, F-91128 Palaiseau, France"
WOS:000359638900004,"Kremer, M; Snyder, CM","Kremer, Michael; Snyder, Christopher M.","[Kremer, Michael; Snyder, Christopher M.] Harvard Univ, Natl Bur Econ Res, Brookings Inst, Ctr Global Dev,Dartmouth Coll, Cambridge, MA 02138 USA"
WOS:000330451700008,"Kleven, HJ; Landais, C; Saez, E; Schultz, E","Kleven, Henrik Jacobsen; Landais, Camille; Saez, Emmanuel; Schultz, Esben","[Kleven, Henrik Jacobsen] London Sch Econ, London, England; Univ Calif Berkeley, Berkeley, CA 94720 USA; Natl Bur Econ Res, Cambridge, MA 02138 USA; Kraka, Copenhagen, Denmark"
